#AGGR_TYPE_CD,S_MTCU,OCCPTN_GRP_CD,OCCPTN_SGRP_CD,COLL_RGN_CD,COLL_CD,NOC_CODE_RANK,NOC_CODE_PERCENTAGE,NOC_CODE,NOC_DESCRIPTION_ENGLISH,NOC_DESCRIPTION_FRENCH
Program,D-51634,H,H01,-1,-1,4,2,1454,Survey interviewers and statistical clerks,Intervieweurs/intervieweuses pour enquêtes et commis aux statistiques
Program,G-72003,A,A01,-1,-1,5,3,1511,"Mail, postal and related workers",Commis au courrier et aux services postaux et personnel assimilé
Program,D-59625,A,A09,-1,-1,1,14,1513,"Couriers, messengers and door-to-door distributors",Messagers/messagères et distributeurs/distributrices porte-à-porte
Program,C-40511,B,B01,-1,-1,2,17,1521,Shippers and receivers,Expéditeurs/expéditrices et réceptionnaires
Program,C-47100,T,T02,-1,-1,2,4,1521,Shippers and receivers,Expéditeurs/expéditrices et réceptionnaires
Program,C-44411,T,T18,-1,-1,2,20,1521,Shippers and receivers,Expéditeurs/expéditrices et réceptionnaires
Program,A-60202,B,B06,-1,-1,2,7,1521,Shippers and receivers,Expéditeurs/expéditrices et réceptionnaires
Program,D-50251,B,B06,-1,-1,2,13,1521,Shippers and receivers,Expéditeurs/expéditrices et réceptionnaires
Program,D-52928,B,B12,-1,-1,3,7,1521,Shippers and receivers,Expéditeurs/expéditrices et réceptionnaires
Program,D-50261,B,B18,-1,-1,3,8,1521,Shippers and receivers,Expéditeurs/expéditrices et réceptionnaires
Program,A-68500,T,T17,-1,-1,3,5,1521,Shippers and receivers,Expéditeurs/expéditrices et réceptionnaires
Program,G-70231,B,B14,-1,-1,4,3,1521,Shippers and receivers,Expéditeurs/expéditrices et réceptionnaires
Program,G-71005,T,T07,-1,-1,4,4,1521,Shippers and receivers,Expéditeurs/expéditrices et réceptionnaires
Program,A-68900,B,B13,-1,-1,5,5,1521,Shippers and receivers,Expéditeurs/expéditrices et réceptionnaires
Program,G-78902,B,B06,-1,-1,5,5,1521,Shippers and receivers,Expéditeurs/expéditrices et réceptionnaires
Program,D-52907,B,B12,-1,-1,2,7,1522,Storekeepers and partspersons,Magasiniers/magasinières et commis aux pièces
Program,D-51010,T,T09,-1,-1,3,4,1522,Storekeepers and partspersons,Magasiniers/magasinières et commis aux pièces
Program,C-42400,B,B07,-1,-1,4,2,1522,Storekeepers and partspersons,Magasiniers/magasinières et commis aux pièces
Program,G-77002,T,T09,-1,-1,4,4,1522,Storekeepers and partspersons,Magasiniers/magasinières et commis aux pièces
Program,D-56405,T,T02,-1,-1,4,3,1522,Storekeepers and partspersons,Magasiniers/magasinières et commis aux pièces
Program,C-44300,T,T12,-1,-1,5,3,1522,Storekeepers and partspersons,Magasiniers/magasinières et commis aux pièces
Program,A-62907,B,B12,-1,-1,5,3,1522,Storekeepers and partspersons,Magasiniers/magasinières et commis aux pièces
Cl,-1,B,B13,-1,-1,3,8,1523,Production logistics co-ordinators,Coordonnateurs/coordonnatrices de la logistique de la production
Program,D-51913,A,A02,-1,-1,2,20,1523,Production logistics co-ordinators,Coordonnateurs/coordonnatrices de la logistique de la production
Program,C-42308,B,B02,-1,-1,2,20,1523,Production logistics co-ordinators,Coordonnateurs/coordonnatrices de la logistique de la production
Program,A-60209,T,T07,-1,-1,2,11,1523,Production logistics co-ordinators,Coordonnateurs/coordonnatrices de la logistique de la production
Program,A-60202,B,B06,-1,-1,2,7,1523,Production logistics co-ordinators,Coordonnateurs/coordonnatrices de la logistique de la production
Program,A-68900,B,B13,-1,-1,2,11,1523,Production logistics co-ordinators,Coordonnateurs/coordonnatrices de la logistique de la production
Program,A-60500,B,B01,-1,-1,3,7,1523,Production logistics co-ordinators,Coordonnateurs/coordonnatrices de la logistique de la production
Program,A-67019,T,T14,-1,-1,3,6,1523,Production logistics co-ordinators,Coordonnateurs/coordonnatrices de la logistique de la production
Program,G-70204,B,B06,-1,-1,3,7,1523,Production logistics co-ordinators,Coordonnateurs/coordonnatrices de la logistique de la production
Program,D-52925,B,B13,-1,-1,3,6,1523,Production logistics co-ordinators,Coordonnateurs/coordonnatrices de la logistique de la production
Program,G-78902,B,B06,-1,-1,3,9,1523,Production logistics co-ordinators,Coordonnateurs/coordonnatrices de la logistique de la production
Program,G-77002,T,T09,-1,-1,4,4,1523,Production logistics co-ordinators,Coordonnateurs/coordonnatrices de la logistique de la production
Program,D-50251,B,B06,-1,-1,4,9,1523,Production logistics co-ordinators,Coordonnateurs/coordonnatrices de la logistique de la production
Cl,-1,B,B13,-1,-1,2,8,1524,Purchasing and inventory control workers,Commis aux achats et au contrôle de l'inventaire
Program,G-73402,A,A15,-1,-1,1,33,1524,Purchasing and inventory control workers,Commis aux achats et au contrôle de l'inventaire
Program,D-52925,B,B13,-1,-1,2,16,1524,Purchasing and inventory control workers,Commis aux achats et au contrôle de l'inventaire
Program,G-78902,B,B06,-1,-1,2,11,1524,Purchasing and inventory control workers,Commis aux achats et au contrôle de l'inventaire
Program,B-88902,B,B13,-1,-1,3,9,1524,Purchasing and inventory control workers,Commis aux achats et au contrôle de l'inventaire
Program,A-68900,B,B13,-1,-1,3,8,1524,Purchasing and inventory control workers,Commis aux achats et au contrôle de l'inventaire
Program,C-43901,A,A08,-1,-1,4,4,1524,Purchasing and inventory control workers,Commis aux achats et au contrôle de l'inventaire
Program,B-80705,A,A10,-1,-1,4,3,1524,Purchasing and inventory control workers,Commis aux achats et au contrôle de l'inventaire
Program,C-40205,A,A09,-1,-1,5,4,1524,Purchasing and inventory control workers,Commis aux achats et au contrôle de l'inventaire
Program,G-71471,H,H04,-1,-1,5,4,1524,Purchasing and inventory control workers,Commis aux achats et au contrôle de l'inventaire
Program,G-70233,B,B06,-1,-1,5,5,1524,Purchasing and inventory control workers,Commis aux achats et au contrôle de l'inventaire
Program,G-72909,B,B12,-1,-1,5,8,1524,Purchasing and inventory control workers,Commis aux achats et au contrôle de l'inventaire
Cl,-1,H,H01,-1,-1,3,6,1525,Dispatchers,Répartiteurs/répartitrices
Cl,-1,B,B18,-1,-1,5,4,1525,Dispatchers,Répartiteurs/répartitrices
Program,A-60262,B,B18,-1,-1,1,22,1525,Dispatchers,Répartiteurs/répartitrices
Program,C-41634,H,H01,-1,-1,1,52,1525,Dispatchers,Répartiteurs/répartitrices
Program,D-51634,H,H01,-1,-1,1,55,1525,Dispatchers,Répartiteurs/répartitrices
Program,C-41636,H,H01,-1,-1,1,63,1525,Dispatchers,Répartiteurs/répartitrices
Program,D-50261,B,B18,-1,-1,3,8,1525,Dispatchers,Répartiteurs/répartitrices
Program,B-80705,A,A10,-1,-1,4,3,1525,Dispatchers,Répartiteurs/répartitrices
Program,D-50703,A,A17,-1,-1,5,2,1525,Dispatchers,Répartiteurs/répartitrices
Program,A-68401,T,T15,-1,-1,5,3,1525,Dispatchers,Répartiteurs/répartitrices
Cl,-1,B,B18,-1,-1,3,7,1526,Transportation route and crew schedulers,Horairistes de trajets et d'équipages
Program,A-60261,B,B18,-1,-1,2,11,1526,Transportation route and crew schedulers,Horairistes de trajets et d'équipages
Program,B-88401,T,T15,-1,-1,3,6,1526,Transportation route and crew schedulers,Horairistes de trajets et d'équipages
Program,B-80272,B,B01,-1,-1,4,4,1526,Transportation route and crew schedulers,Horairistes de trajets et d'équipages
Program,G-71305,T,T03,-1,-1,5,2,2111,Physicists and astronomers,Physiciens/physiciennes et astronomes
Program,A-61302,T,T03,-1,-1,2,6,2112,Chemists,Chimistes
Program,C-41609,H,H03,-1,-1,4,1,2112,Chemists,Chimistes
Program,B-81304,T,T03,-1,-1,4,4,2112,Chemists,Chimistes
Program,B-81304,T,T03,-1,-1,2,9,2121,Biologists and related scientists,Biologistes et personnel scientifique assimilé
Program,G-72703,T,T11,-1,-1,3,5,2121,Biologists and related scientists,Biologistes et personnel scientifique assimilé
Program,C-41624,H,H03,-1,-1,5,3,2121,Biologists and related scientists,Biologistes et personnel scientifique assimilé
Program,G-71304,T,T03,-1,-1,5,7,2121,Biologists and related scientists,Biologistes et personnel scientifique assimilé
Program,D-54204,T,T11,-1,-1,5,5,2121,Biologists and related scientists,Biologistes et personnel scientifique assimilé
Program,A-64204,T,T11,-1,-1,5,6,2121,Biologists and related scientists,Biologistes et personnel scientifique assimilé
Program,G-74200,A,A10,-1,-1,3,7,2122,Forestry professionals,Professionnels/professionnelles des sciences forestières
Program,G-72711,T,T11,-1,-1,4,9,2123,"Agricultural representatives, consultants and specialists","Agronomes, conseillers/conseillères et spécialistes en agriculture"
Program,G-71007,T,T09,-1,-1,1,50,2132,Mechanical engineers,Ingénieurs mécaniciens/ingénieures mécaniciennes
Program,G-71018,T,T09,-1,-1,2,14,2132,Mechanical engineers,Ingénieurs mécaniciens/ingénieures mécaniciennes
Program,B-87000,T,T09,-1,-1,2,14,2132,Mechanical engineers,Ingénieurs mécaniciens/ingénieures mécaniciennes
Program,A-65300,T,T16,-1,-1,3,6,2132,Mechanical engineers,Ingénieurs mécaniciens/ingénieures mécaniciennes
Program,D-59100,T,T10,-1,-1,3,2,2132,Mechanical engineers,Ingénieurs mécaniciens/ingénieures mécaniciennes
Program,A-69100,T,T10,-1,-1,3,6,2132,Mechanical engineers,Ingénieurs mécaniciens/ingénieures mécaniciennes
Program,A-61007,T,T09,-1,-1,4,4,2132,Mechanical engineers,Ingénieurs mécaniciens/ingénieures mécaniciennes
Program,B-80504,B,B01,-1,-1,5,2,2132,Mechanical engineers,Ingénieurs mécaniciens/ingénieures mécaniciennes
Program,G-70248,A,A16,-1,-1,2,33,2133,Electrical and electronics engineers,Ingénieurs électriciens et électroniciens/ingénieures électriciennes et électroniciennes
Program,D-55700,T,T06,-1,-1,2,8,2133,Electrical and electronics engineers,Ingénieurs électriciens et électroniciens/ingénieures électriciennes et électroniciennes
Program,B-89302,T,T06,-1,-1,2,21,2133,Electrical and electronics engineers,Ingénieurs électriciens et électroniciens/ingénieures électriciennes et électroniciennes
Program,G-71005,T,T07,-1,-1,4,4,2133,Electrical and electronics engineers,Ingénieurs électriciens et électroniciens/ingénieures électriciennes et électroniciennes
Program,A-65613,T,T06,-1,-1,4,4,2133,Electrical and electronics engineers,Ingénieurs électriciens et électroniciens/ingénieures électriciennes et électroniciennes
Program,G-75702,T,T06,-1,-1,5,6,2133,Electrical and electronics engineers,Ingénieurs électriciens et électroniciens/ingénieures électriciennes et électroniciennes
Program,D-57001,T,T09,-1,-1,3,6,2134,Chemical engineers,Ingénieurs chimistes/ingénieures chimistes
Program,G-71305,T,T03,-1,-1,3,6,2134,Chemical engineers,Ingénieurs chimistes/ingénieures chimistes
Program,A-61301,T,T03,-1,-1,4,3,2134,Chemical engineers,Ingénieurs chimistes/ingénieures chimistes
Program,A-67001,T,T09,-1,-1,5,2,2134,Chemical engineers,Ingénieurs chimistes/ingénieures chimistes
Program,D-55700,T,T06,-1,-1,2,8,2141,Industrial and manufacturing engineers,Ingénieurs/ingénieures d'industrie et de fabrication
Program,B-89302,T,T06,-1,-1,3,8,2141,Industrial and manufacturing engineers,Ingénieurs/ingénieures d'industrie et de fabrication
Program,A-64900,T,T13,-1,-1,4,6,2142,Metallurgical and materials engineers,Ingénieurs/ingénieures métallurgistes et des matériaux
Cl,-1,T,T18,-1,-1,5,2,2143,Mining engineers,Ingénieurs miniers/ingénieures minières
Program,D-54411,T,T18,-1,-1,2,5,2143,Mining engineers,Ingénieurs miniers/ingénieures minières
Program,B-80521,T,T06,-1,-1,4,3,2147,Computer engineers (except software engineers and designers),Ingénieurs informaticiens/ingénieures informaticiennes (sauf ingénieurs/ingénieures et concepteurs/conceptrices en logiciel)
Program,A-69302,T,T06,-1,-1,4,9,2147,Computer engineers (except software engineers and designers),Ingénieurs informaticiens/ingénieures informaticiennes (sauf ingénieurs/ingénieures et concepteurs/conceptrices en logiciel)
Program,B-80511,B,B01,-1,-1,5,4,2147,Computer engineers (except software engineers and designers),Ingénieurs informaticiens/ingénieures informaticiennes (sauf ingénieurs/ingénieures et concepteurs/conceptrices en logiciel)
Program,B-80509,T,T06,-1,-1,5,3,2147,Computer engineers (except software engineers and designers),Ingénieurs informaticiens/ingénieures informaticiennes (sauf ingénieurs/ingénieures et concepteurs/conceptrices en logiciel)
Program,G-75702,T,T06,-1,-1,5,6,2147,Computer engineers (except software engineers and designers),Ingénieurs informaticiens/ingénieures informaticiennes (sauf ingénieurs/ingénieures et concepteurs/conceptrices en logiciel)
Program,G-75700,T,T06,-1,-1,5,6,2147,Computer engineers (except software engineers and designers),Ingénieurs informaticiens/ingénieures informaticiennes (sauf ingénieurs/ingénieures et concepteurs/conceptrices en logiciel)
Cl,-1,T,T17,-1,-1,4,8,2148,"Other professional engineers, n.e.c.","Autres ingénieurs/ingénieures, n.c.a."
Program,D-55700,T,T06,-1,-1,2,8,2148,"Other professional engineers, n.e.c.","Autres ingénieurs/ingénieures, n.c.a."
Program,A-68600,T,T17,-1,-1,2,28,2148,"Other professional engineers, n.e.c.","Autres ingénieurs/ingénieures, n.c.a."
