S_MTCU,COLL_RGN_CD,COLL_CD,APSKey,APS_NAME,GRAD_OUT,STUD_SAT,GRAD_RATE
A-63003,GTA,SENE,SENE01042,Fire Protection Engineering Technology,TRUE,TRUE,TRUE
A-63003,SW,LAMB,LAMB01071,Fire Science Technology,TRUE,TRUE,TRUE
A-63107,N,CANA,CANA01119,Culinary Administration,TRUE,TRUE,FALSE
A-63107,GTA,HUMB,HUMB01305,Culinary Administration,TRUE,TRUE,TRUE
A-63111,CE,NIAG,NIAG01221,Culinary Innovation and Food Technology,TRUE,TRUE,FALSE
A-63200,CE,GEOR,GEOR01030,Hospitality Administration - Hotel And Resort,TRUE,TRUE,TRUE
A-63200,SE,SSFL,SSFL01085,Hospitality Administration - Hotel And Resort,TRUE,TRUE,TRUE
A-63200,N,CANA,CANA01098,"Hotel, Resort And Restaurant Administration",TRUE,TRUE,FALSE
A-63200,GTA,HUMB,HUMB01185,Tourism And Hospitality Administration,TRUE,TRUE,TRUE
A-63201,GTA,CENT,CENT01110,Hospitality And Tourism Administration,TRUE,TRUE,TRUE
A-63204,N,CANA,CANA01120,Food And Nutrition Administration,TRUE,FALSE,FALSE
A-63204,GTA,HUMB,HUMB01323,Food and Nutrition Administration,TRUE,TRUE,TRUE
A-63205,CE,GEOR,GEOR01074,Tourism Management,TRUE,TRUE,TRUE
A-63401,GTA,SENE,SENE01289,Esthetics and Spa Therapies,TRUE,TRUE,TRUE
A-63700,SE,LOYT,LOYT01105,Bio-food Technology,FALSE,FALSE,TRUE
A-63702,GTA,CENT,CENT01256,Food Science Technology,TRUE,TRUE,FALSE
A-63905,SW,FANS,FANS01025,Landscape Design,TRUE,TRUE,TRUE
A-64203,N,BORE,BORE01069,Forestry Technology,TRUE,TRUE,TRUE
A-64203,SE,LACI,LACI01174,Technologie en environnement forestier et faunique,TRUE,FALSE,FALSE
A-64204,SE,SSFL,SSFL01144,Ecosystem Management Technology,TRUE,TRUE,TRUE
A-64300,CE,CONS,CONS01086,Woodworking Technology,TRUE,TRUE,TRUE
A-64300,CE,CONS,CONS01162,Woodworking Technology - Architectural Millwork,TRUE,TRUE,TRUE
A-64407,N,CAMB,CAMB01025,Geological Engineering Technology,FALSE,FALSE,TRUE
A-64409,CE,MOHA,MOHA01040,Materials Engineering Technology,FALSE,FALSE,TRUE
A-64411,N,CAMB,CAMB01037,Mining Engineering Technology,TRUE,TRUE,TRUE
A-64701,SE,LOYT,LOYT01023,General Arts And Science - Advanced,TRUE,FALSE,TRUE
A-64900,N,NORT,NORT01051,Welding Engineering Technology,TRUE,TRUE,TRUE
A-64900,CE,CONS,CONS01248,Welding Engineering Technology - Inspection,TRUE,TRUE,FALSE
A-65203,CE,CONS,CONS01019,Electronics Engineering Technology - Telecommunications Systems,TRUE,TRUE,TRUE
A-65203,CE,NIAG,NIAG01026,Electronics Engineering Technology,TRUE,TRUE,TRUE
A-65203,GTA,DURH,DURH01026,Electronics Engineering Technology,TRUE,TRUE,TRUE
A-65203,CE,MOHA,MOHA01027,Electronics Engineering Technology - Telecommunications,TRUE,FALSE,TRUE
A-65203,GTA,SHER,SHER01027,Electronics Engineering Technology,TRUE,TRUE,TRUE
A-65203,GTA,HUMB,HUMB01033,Electronics Engineering Technology,TRUE,TRUE,TRUE
A-65203,SW,FANS,FANS01033,Electronics Engineering Technology,TRUE,TRUE,TRUE
A-65203,GTA,SENE,SENE01036,Electronics Engineering Technology,TRUE,TRUE,TRUE
A-65203,GTA,SENE,SENE01037,Electronics Engineering Technology - Control Systems,TRUE,TRUE,TRUE
A-65203,SE,ALGO,ALGO01041,Electronics Engineering Technology,TRUE,FALSE,TRUE
A-65203,GTA,CENT,CENT01043,Electronics Engineering Technology,TRUE,TRUE,TRUE
A-65203,SE,LACI,LACI01063,Electronics Engineering Technology,TRUE,TRUE,TRUE
A-65203,N,BORE,BORE01065,Technologie Du Génie Électronique - Industriel,TRUE,TRUE,TRUE
A-65203,SW,STCL,STCL01188,Electronics Engineering Technology - Industrial Automation,TRUE,TRUE,TRUE
A-65300,GTA,GRBR,GRBR01100,Mechanical Engineering Technology - Design,TRUE,TRUE,TRUE
A-65500,GTA,HUMB,HUMB01229,"Heating, Refrigeration and Air Conditioning Technology",TRUE,TRUE,TRUE
A-65500,GTA,GRBR,GRBR01253,"Heating, Refrigeration and Air Conditioning Technology",TRUE,TRUE,TRUE
A-65503,SE,SLAW,SLAW01183,Energy Systems Engineering Technology,TRUE,TRUE,TRUE
A-65503,GTA,DURH,DURH01195,Energy Systems Engineering Technology,TRUE,TRUE,FALSE
A-65503,SW,STCL,STCL01204,Energy Systems Design Technology,TRUE,TRUE,FALSE
A-65503,GTA,CENT,CENT01214,Energy Systems Engineering Technology,TRUE,TRUE,TRUE
A-65503,CE,MOHA,MOHA01242,Energy Systems Engineering Technology - Clean & Renewable Energy,TRUE,TRUE,FALSE
A-65503,CE,CONS,CONS01247,Energy Systems Engineering Technology,TRUE,TRUE,FALSE
A-65503,N,CAMB,CAMB01272,Energy Systems Technology,TRUE,TRUE,TRUE
A-65503,GTA,HUMB,HUMB01309,Sustainable Energy And Building Technology,TRUE,TRUE,TRUE
A-65613,N,SAUL,SAUL01018,Electrical Engineering Technology - Process Automation,TRUE,TRUE,TRUE
A-65613,CE,NIAG,NIAG01023,Electrical Engineering Technology,TRUE,TRUE,TRUE
A-65613,CE,MOHA,MOHA01024,Electrical Engineering Technology,TRUE,TRUE,TRUE
A-65613,N,NORT,NORT01026,Electrical Engineering Technology,TRUE,TRUE,TRUE
A-65613,SW,FANS,FANS01030,Electrical Engineering Technology,TRUE,TRUE,TRUE
A-65613,CE,GEOR,GEOR01049,Electrical Engineering Technology - Automated Systems - Co-op,TRUE,TRUE,TRUE
A-65613,N,BORE,BORE01064,Electrical Engineering Technology,TRUE,TRUE,TRUE
A-65613,N,CONF,CONF01065,Electrical Engineering Technology - Computer Control,TRUE,TRUE,TRUE
A-65613,CE,CONS,CONS01112,Electrical Engineering Technology,TRUE,TRUE,TRUE
A-65613,N,SAUL,SAUL01169,Electrical Engineering Technology - Water/wastewater Treatment,FALSE,FALSE,TRUE
A-65613,GTA,HUMB,HUMB01178,Electrical Engineering Technology - Control Systems,TRUE,TRUE,TRUE
A-65613,N,CAMB,CAMB01246,Electrical Engineering Technology - Industrial,TRUE,TRUE,TRUE
A-65613,SE,ALGO,ALGO01354,Electrical Engineering Technology,TRUE,TRUE,TRUE
A-65700,GTA,HUMB,HUMB01251,Wireless And Telecommunications Technology,TRUE,FALSE,TRUE
A-65700,SE,ALGO,ALGO01400,Wireless/Mobility Telecommunications Engineering Technology,TRUE,FALSE,TRUE
A-65701,SE,LOYT,LOYT01132,Broadcast Engineering Technology,TRUE,TRUE,TRUE
A-66301,SW,STCL,STCL01184,Plastics Engineering Technology,FALSE,FALSE,TRUE
A-66600,N,CANA,CANA01201,Aviation Technology - Aircraft Maintenance and Structural Repair,FALSE,TRUE,FALSE
A-66600,N,CANA,CANA01202,Aviation Technology - Aircraft Maintenance and Avionics,TRUE,TRUE,FALSE
A-67000,SW,FANS,FANS01054,Manufacturing Engineering Technology,TRUE,TRUE,TRUE
A-67000,CE,CONS,CONS01155,Manufacturing Engineering Technology - Welding And Robotics,TRUE,TRUE,TRUE
A-67000,SW,STCL,STCL01159,Manufacturing Engineering Technology,TRUE,FALSE,TRUE
A-67000,GTA,SHER,SHER01207,Manufacturing Engineering Technology,FALSE,FALSE,TRUE
A-67001,SW,LAMB,LAMB01072,Chemical Production And Power Engineering Tecnology,TRUE,TRUE,TRUE
A-67019,N,CONF,CONF01051,Aerospace Manufacturing Engineering Technology,TRUE,TRUE,TRUE
A-67600,GTA,GRBR,GRBR01255,Building Renovation Technology,TRUE,TRUE,TRUE
A-68200,CE,CONS,CONS01010,Construction Engineering Technology - Architecture,TRUE,TRUE,TRUE
A-68200,CE,NIAG,NIAG01016,Construction Engineering Technology,TRUE,TRUE,TRUE
A-68200,SW,FANS,FANS01018,Construction Engineering Technology - Management,TRUE,TRUE,TRUE
A-68200,N,BORE,BORE01063,Technologie Du Génie De Construction - Civil Et Minier,TRUE,TRUE,TRUE
A-68200,GTA,GRBR,GRBR01080,Construction Engineering Technology,TRUE,TRUE,TRUE
A-68205,SW,LAMB,LAMB01091,Alternative (sustainable) Energy Engineering Technology,TRUE,TRUE,TRUE
A-68401,N,SAUL,SAUL01002,Aviation Technology - Flight,TRUE,TRUE,TRUE
A-68401,N,CONF,CONF01005,Aviation - Flight Management,TRUE,TRUE,TRUE
A-68500,CE,GEOR,GEOR01034,Marine Technology - Navigation,TRUE,TRUE,TRUE
A-68600,CE,GEOR,GEOR01033,Marine Engineering Technology,TRUE,TRUE,TRUE
A-68900,CE,CONS,CONS01029,Business Administration - Supply Chain and Operations Management,TRUE,TRUE,TRUE
A-68900,SE,SSFL,SSFL01054,Business Administration - Materials Management And Distribution,TRUE,FALSE,FALSE
A-68900,GTA,DURH,DURH01144,Business Administration- Materials and Operations Management,TRUE,TRUE,TRUE
A-68900,CE,NIAG,NIAG01186,Business Administration - Operations Management,TRUE,TRUE,TRUE
A-68900,GTA,CENT,CENT01196,Business Administration - Business Operations Management,TRUE,TRUE,TRUE
A-68900,SE,ALGO,ALGO01227,Business Administration - Materials And Operations Management,TRUE,TRUE,TRUE
A-68900,GTA,GRBR,GRBR01278,Business Administration - Supply Chain,FALSE,TRUE,FALSE
A-68902,GTA,HUMB,HUMB01237,Logistics Administration,TRUE,FALSE,TRUE
A-68905,GTA,HUMB,HUMB01073,Package And Graphic Design,TRUE,TRUE,TRUE
A-69100,SW,STCL,STCL01123,Power Engineering Technology,TRUE,TRUE,TRUE
A-69100,CE,GEOR,GEOR01211,Power Engineering Technology,TRUE,TRUE,FALSE
A-69100,N,CAMB,CAMB01274,Power Engineering Technology,TRUE,TRUE,TRUE
A-69101,SW,LAMB,LAMB01112,Power Engineering Technology,TRUE,TRUE,FALSE
A-69302,GTA,SHER,SHER01199,Internet Communications Technology,TRUE,TRUE,TRUE
A-69403,GTA,HUMB,HUMB01021,Film And Television Production,TRUE,TRUE,TRUE
A-69403,GTA,DURH,DURH01110,Contemporary Media Production,TRUE,TRUE,TRUE
A-69403,SE,LOYT,LOYT01113,Television And New Media Production,TRUE,TRUE,TRUE
A-69403,SE,LOYT,LOYT01116,Media Arts - New Media Production And Animation,TRUE,TRUE,TRUE
A-69403,N,CONF,CONF01142,Media Arts - Multimedia Production,TRUE,TRUE,TRUE
A-69403,GTA,SHER,SHER01149,Media Arts,TRUE,TRUE,TRUE
A-69403,N,CANA,CANA01195,Digital Cinematography,TRUE,TRUE,FALSE
G-70100,SW,LAMB,LAMB01107,Professional Accounting Practice,TRUE,TRUE,FALSE
G-70100,CE,CONS,CONS01191,Professional Accounting Practice,TRUE,TRUE,TRUE
G-70100,GTA,SENE,SENE01262,Professional Accounting Practice,TRUE,TRUE,TRUE
G-70101,GTA,SENE,SENE01198,Fraud Examination And Forensic Accounting,TRUE,TRUE,TRUE
G-70101,GTA,CENT,CENT01237,Financial Fraud Investigation,TRUE,FALSE,TRUE
G-70101,SE,ALGO,ALGO01391,Forensic Accounting And Fraud Investigations,TRUE,FALSE,TRUE
G-70102,GTA,SENE,SENE01225,Financial Services Compliance Administration,TRUE,TRUE,TRUE
G-70103,CE,CONS,CONS01161,Accounting And Information Technology,TRUE,FALSE,TRUE
G-70103,GTA,SENE,SENE01233,Accounting And Information Technology,TRUE,FALSE,TRUE
G-70103,GTA,HUMB,HUMB01280,Accounting And Information Technology,TRUE,FALSE,FALSE
G-70104,GTA,CENT,CENT01228,Payroll Management,TRUE,TRUE,TRUE
G-70105,GTA,SHER,SHER01230,Accounting in Canada for Internationally Trained Accountants,TRUE,FALSE,FALSE
G-70200,N,CANA,CANA01109,Business Management,TRUE,FALSE,FALSE
G-70200,N,SAUL,SAUL01145,Business Management,TRUE,TRUE,TRUE
G-70200,GTA,CENT,CENT01229,Strategic Management,TRUE,TRUE,TRUE
G-70200,GTA,CENT,CENT01246,Strategic Management - Accounting Specialization,TRUE,TRUE,TRUE
G-70200,N,CAMB,CAMB01293,Organization Management,TRUE,TRUE,FALSE
G-70202,CE,NIAG,NIAG01111,International Business Management,TRUE,TRUE,TRUE
G-70202,GTA,SENE,SENE01116,International Business Management,TRUE,TRUE,TRUE
G-70202,N,CONF,CONF01136,International Business And Trade,TRUE,TRUE,TRUE
G-70202,GTA,SHER,SHER01150,International Business,TRUE,TRUE,TRUE
G-70202,SW,STCL,STCL01167,International Trade Management,TRUE,TRUE,TRUE
G-70202,CE,MOHA,MOHA01178,International Business Management,TRUE,TRUE,TRUE
G-70202,CE,GEOR,GEOR01187,International Business Management,TRUE,TRUE,TRUE
G-70202,GTA,CENT,CENT01192,International Business Management,TRUE,TRUE,TRUE
G-70202,GTA,HUMB,HUMB01198,International Marketing,TRUE,TRUE,TRUE
G-70202,SE,SLAW,SLAW01200,International Business Management,TRUE,TRUE,TRUE
G-70202,GTA,DURH,DURH01215,International Business Management,TRUE,TRUE,TRUE
G-70202,SW,FANS,FANS01243,International Business Management,TRUE,TRUE,TRUE
G-70202,GTA,GRBR,GRBR01248,International Business Management,TRUE,TRUE,TRUE
G-70202,SE,SSFL,SSFL01252,International Business Management,TRUE,TRUE,TRUE
G-70202,N,CAMB,CAMB01296,International Business Management,FALSE,TRUE,FALSE
G-70202,SE,ALGO,ALGO01422,International Business Management,TRUE,TRUE,TRUE
G-70203,GTA,HUMB,HUMB01235,International Development,TRUE,TRUE,TRUE
G-70203,GTA,CENT,CENT01282,International Development,TRUE,TRUE,FALSE
G-70204,GTA,SHER,SHER01229,Business Process Management,TRUE,TRUE,TRUE
G-70207,SW,FANS,FANS01210,(P-T) Project Management,TRUE,FALSE,TRUE
G-70207,GTA,CENT,CENT01206,Project Management,TRUE,TRUE,TRUE
G-70207,GTA,DURH,DURH01218,Project Management,TRUE,TRUE,TRUE
G-70207,GTA,SHER,SHER01228,Project Management,TRUE,TRUE,TRUE
G-70207,SE,SSFL,SSFL01259,Project Management,TRUE,TRUE,TRUE
G-70207,CE,CONS,CONS01268,Project Management,TRUE,TRUE,TRUE
G-70207,GTA,SENE,SENE01273,Project Management - Environmental,TRUE,TRUE,TRUE
G-70207,GTA,SENE,SENE01287,Project Management - Information Technology,TRUE,TRUE,TRUE
G-70207,GTA,GRBR,GRBR01290,Project Management,FALSE,TRUE,FALSE
G-70207,SW,FANS,FANS01292,Project Management,TRUE,TRUE,TRUE
G-70207,GTA,HUMB,HUMB01296,Project Management,TRUE,TRUE,TRUE
G-70207,SE,ALGO,ALGO01445,Project Management,TRUE,TRUE,FALSE
G-70208,GTA,CENT,CENT01261,Global Business Management,TRUE,TRUE,TRUE
G-70208,GTA,HUMB,HUMB01315,Global Business Management,TRUE,TRUE,TRUE
G-70209,SE,ALGO,ALGO01414,Organizational Quality Management,TRUE,TRUE,TRUE
G-70211,CE,GEOR,GEOR01130,Fundraising And Resource Development,TRUE,FALSE,TRUE
G-70212,CE,NIAG,NIAG01200,Wine Business Management,TRUE,TRUE,TRUE
G-70212,GTA,GRBR,GRBR01298,Advanced Wine and Beverage Business Management,FALSE,TRUE,FALSE
G-70215,GTA,GRBR,GRBR01257,Research Commercialization and Innovation,TRUE,FALSE,TRUE
G-70216,CE,CONS,CONS01269,Green Management,TRUE,TRUE,TRUE
G-70216,GTA,SENE,SENE01280,Green Business Management,TRUE,TRUE,TRUE
G-70216,SE,ALGO,ALGO01403,Green Business Management,TRUE,FALSE,TRUE
G-70223,SW,LAMB,LAMB01095,Human Resources Management,TRUE,TRUE,TRUE
G-70223,GTA,DURH,DURH01099,Human Resources Management,TRUE,TRUE,TRUE
G-70223,GTA,SENE,SENE01104,Human Resources Management,TRUE,TRUE,TRUE
G-70223,CE,CONS,CONS01125,Human Resources Management,TRUE,TRUE,TRUE
G-70223,GTA,SHER,SHER01145,Human Resource Management,TRUE,TRUE,TRUE
G-70223,N,CONF,CONF01152,Human Resources Management,TRUE,TRUE,TRUE
G-70223,SE,LOYT,LOYT01156,Human Resources Management,TRUE,TRUE,TRUE
G-70223,CE,GEOR,GEOR01158,Human Resource Management,TRUE,TRUE,TRUE
G-70223,N,NORT,NORT01160,(P-T) Human Resources Management,TRUE,FALSE,FALSE
G-70223,GTA,HUMB,HUMB01160,Human Resources Management,TRUE,TRUE,TRUE
G-70223,CE,MOHA,MOHA01172,Human Resources Management,TRUE,TRUE,TRUE
G-70223,CE,NIAG,NIAG01184,Human Resources Management,TRUE,TRUE,TRUE
G-70223,GTA,CENT,CENT01193,Human Resources Management,TRUE,TRUE,TRUE
G-70223,SW,STCL,STCL01193,Human Resources Management,TRUE,FALSE,FALSE
G-70223,GTA,GRBR,GRBR01219,Human Resources Management,TRUE,TRUE,TRUE
G-70223,N,CAMB,CAMB01222,Human Resources Management,TRUE,TRUE,TRUE
G-70223,SW,FANS,FANS01279,Human Resources Management,TRUE,TRUE,TRUE
G-70223,SE,ALGO,ALGO01431,Human Resources Management,TRUE,TRUE,TRUE
G-70225,CE,CONS,CONS01246,Global Business Management,TRUE,TRUE,TRUE
G-70227,GTA,HUMB,HUMB01238,Public Administration,TRUE,TRUE,TRUE
G-70228,SE,ALGO,ALGO01415,Performance Coaching,TRUE,FALSE,TRUE
G-70227,CE,CONS,CONS01253,Public Service,TRUE,TRUE,TRUE
G-70227,GTA,SENE,SENE01294,Public Administration,TRUE,TRUE,TRUE
G-70231,CE,GEOR,GEOR01238,Entrepreneurship and Small Business Management,TRUE,TRUE,TRUE
G-70231,GTA,GRBR,GRBR01247,Small Business Entrepreneurship,TRUE,TRUE,TRUE
G-70231,CE,CONS,CONS01276,Small Business Ventures,TRUE,TRUE,TRUE
G-70231,SE,ALGO,ALGO01449,Entrepreneurship Acceleration,FALSE,TRUE,FALSE
G-70233,SW,LAMB,LAMB01115,Business Management,TRUE,TRUE,TRUE
G-70233,SW,LAMB,LAMB01116,Business Management - Finance and Banking,TRUE,TRUE,FALSE
G-70233,SW,LAMB,LAMB01117,Business Management - Human Resources,TRUE,TRUE,FALSE
G-70233,SW,LAMB,LAMB01118,Business Management - International Business,TRUE,TRUE,FALSE
G-70233,SW,LAMB,LAMB01119,Business Management - Marketing,TRUE,TRUE,FALSE
G-70236,GTA,HUMB,HUMB01243,Fundraising And Volunteer Management,TRUE,TRUE,TRUE
G-70237,GTA,SENE,SENE01296,Nonprofit Leadership and Management,TRUE,TRUE,TRUE
G-70236,SE,LOYT,LOYT01157,Fundraising and Development,TRUE,TRUE,TRUE
G-70204,CE,MOHA,MOHA01265,Business Analysis,FALSE,TRUE,FALSE
G-70243,SE,LOYT,LOYT01118,Public Relations,TRUE,TRUE,TRUE
G-70243,CE,NIAG,NIAG01125,Public Relations,TRUE,TRUE,TRUE
G-70243,GTA,SENE,SENE01144,Corporate Communication,TRUE,TRUE,TRUE
G-70243,GTA,SHER,SHER01155,Corporate Communications,TRUE,TRUE,TRUE
G-70243,GTA,HUMB,HUMB01159,Public Relations,TRUE,TRUE,TRUE
G-70243,SW,FANS,FANS01163,Corporate Communication And Public Relations,TRUE,TRUE,TRUE
G-70243,GTA,CENT,CENT01171,Corporate Communications,TRUE,TRUE,TRUE
G-70243,CE,MOHA,MOHA01200,Public Relations,TRUE,TRUE,TRUE
G-70243,N,CAMB,CAMB01225,Public Relations,TRUE,TRUE,TRUE
G-70243,CE,CONS,CONS01238,Integrated Marketing Communications,TRUE,TRUE,TRUE
G-70243,GTA,SENE,SENE01298,Social Media,TRUE,TRUE,TRUE
G-70243,GTA,SENE,SENE01300,Government Relations,TRUE,TRUE,FALSE
G-70246,N,SAUL,SAUL01196,Public Relations and Event Management,TRUE,TRUE,TRUE
G-70248,SE,ALGO,ALGO01434,Digital Communication Management,TRUE,TRUE,FALSE
G-70260,SE,LOYT,LOYT01147,International Support Worker,TRUE,FALSE,TRUE
G-70265,SW,FANS,FANS01156,Audio Post-production,TRUE,TRUE,TRUE
G-70303,SE,ALGO,ALGO01367,Geographic Information Systems,TRUE,TRUE,TRUE
G-70303,N,SAUL,SAUL01134,Geographic Information Systems - Applications Specialist,TRUE,TRUE,TRUE
G-70303,SW,FANS,FANS01247,Geographic Information Systems (gis),TRUE,TRUE,TRUE
G-70305,SE,SSFL,SSFL01169,Geographic Information Systems - Cartographic Specialist,TRUE,TRUE,TRUE
G-70305,CE,NIAG,NIAG01199,Geograpic Information Systems - Geospacial Management,TRUE,TRUE,TRUE
G-70305,SE,SSFL,SSFL01216,Geographic Information Systems - Applications Specialist,TRUE,TRUE,TRUE
G-70501,CE,CONS,CONS01206,Computer Applications Development,TRUE,TRUE,TRUE
G-70502,GTA,GRBR,GRBR01251,Information Systems Business Analysis,TRUE,TRUE,TRUE
G-70502,N,CAMB,CAMB01292,I.T. Business Analysis,TRUE,TRUE,FALSE
G-70505,SW,LAMB,LAMB01123,Enterprise Programming and Database Management,TRUE,FALSE,FALSE
G-70505,SW,LAMB,LAMB01132,Internet Programming and Database Management,TRUE,TRUE,FALSE
G-70505,GTA,SHER,SHER01184,Enterprise Database Management,TRUE,TRUE,TRUE
G-70505,GTA,SENE,SENE01230,Database Application Developer,TRUE,TRUE,TRUE
G-70512,GTA,HUMB,HUMB01245,Enterprise Software Development,TRUE,TRUE,TRUE
G-70513,GTA,HUMB,HUMB01212,Internet Management,TRUE,FALSE,FALSE
G-70516,CE,CONS,CONS01289,Mobile Solutions Development,TRUE,TRUE,FALSE
G-70516,GTA,HUMB,HUMB01312,Web Development,TRUE,TRUE,TRUE
G-70517,GTA,HUMB,HUMB01317,Information Technology Solutions,TRUE,TRUE,TRUE
G-70519,SE,ALGO,ALGO01426,Business Intelligence Systems Infrastructure,TRUE,TRUE,TRUE
G-70705,GTA,DURH,DURH01153,Youth Justice and Interventions,TRUE,TRUE,TRUE
G-70708,GTA,DURH,DURH01185,Mediation/Alternative Dispute Resolution,TRUE,TRUE,TRUE
G-70708,GTA,HUMB,HUMB01329,Alternative Dispute Resolution,TRUE,TRUE,TRUE
G-70711,SW,LAMB,LAMB01096,Autism And Behavioural Science,TRUE,TRUE,TRUE
G-70711,SE,LACI,LACI01140,Autisme Et Sciences Du Comportement,TRUE,FALSE,TRUE
G-70711,N,CONF,CONF01177,Autism And Behavioural Science,TRUE,FALSE,TRUE
G-70711,SE,SLAW,SLAW01187,Autism And Behavioural Science,TRUE,TRUE,TRUE
G-70711,SW,STCL,STCL01189,Autism And Behavioural Science,TRUE,TRUE,TRUE
G-70711,CE,MOHA,MOHA01204,Autism And Behavioural Science,TRUE,TRUE,TRUE
G-70711,CE,NIAG,NIAG01223,Autism and Behavioural Science,TRUE,TRUE,TRUE
G-70711,GTA,GRBR,GRBR01238,Autism And Behavioural Science,TRUE,TRUE,TRUE
G-70711,CE,GEOR,GEOR01250,Autism and Behavioural Sciences,TRUE,FALSE,FALSE
G-70711,SW,FANS,FANS01263,Autism And Behavioural Science,TRUE,TRUE,TRUE
G-70711,SE,ALGO,ALGO01377,Autism And Behavioural Science,TRUE,FALSE,TRUE
G-70717,CE,GEOR,GEOR01081,Research Analyst,TRUE,TRUE,TRUE
G-70717,GTA,CENT,CENT01252,Marketing - Research & Analytics,TRUE,TRUE,TRUE
G-70717,SE,SSFL,SSFL01257,Applied and Community-Based Research,TRUE,FALSE,TRUE
G-70717,GTA,GRBR,GRBR01287,Analytics for Business Decision Making,TRUE,TRUE,FALSE
G-70717,GTA,HUMB,HUMB01333,Research Analyst,TRUE,TRUE,TRUE
G-70717,SE,ALGO,ALGO01402,Marketing Research and Business Intelligence,TRUE,TRUE,TRUE
G-70724,CE,CONS,CONS01251,Community and Social Service Management,TRUE,TRUE,TRUE
G-70732,SE,SSFL,SSFL01170,Expressive Arts,TRUE,FALSE,FALSE
G-70733,CE,NIAG,NIAG01165,Community Mental Health - Multidiscipline,TRUE,TRUE,FALSE
G-70733,SE,LACI,LACI01167,Santé mentale et toxicomanie,TRUE,FALSE,TRUE
G-70733,CE,NIAG,NIAG01175,Community Mental Health - Gerontology,TRUE,FALSE,FALSE
G-70733,N,CONF,CONF01186,Concurrent Disorders,TRUE,TRUE,TRUE
G-70733,CE,MOHA,MOHA01237,Concurrent Disorders,TRUE,TRUE,TRUE
G-70736,N,CAMB,CAMB01259,Learning Disability Specialist - Learning Strategies,TRUE,FALSE,FALSE
G-70736,N,CAMB,CAMB01260,Learning Disability Specialist - Assistive Technologies,TRUE,FALSE,FALSE
G-70736,N,CAMB,CAMB01294,Applied Learning Disability Studies,TRUE,FALSE,FALSE
G-70738,GTA,HUMB,HUMB01294,(P-T) Forensic Practice,TRUE,FALSE,FALSE
G-70739,GTA,DURH,DURH01193,Victimology,TRUE,TRUE,TRUE
G-70739,SE,ALGO,ALGO01413,Victimology,TRUE,TRUE,TRUE
G-70740,N,SAUL,SAUL01205,Fetal Alcohol Spectrum Disorder,TRUE,FALSE,TRUE
G-70744,GTA,DURH,DURH01197,Accessibility Coordination,TRUE,FALSE,FALSE
G-70810,SE,SSFL,SSFL01146,Museum Management And Curatorship,TRUE,TRUE,TRUE
G-70810,CE,GEOR,GEOR01245,Museum and Gallery Studies,TRUE,TRUE,FALSE
G-70811,SE,SSFL,SSFL01266,Cultural Heritage Conservation and Management,TRUE,TRUE,FALSE
G-70901,SE,SLAW,SLAW01130,(P-T) Addictions Treatment And Prevention Worker,TRUE,FALSE,FALSE
G-70901,SW,STCL,STCL01151,(P-T) Chemical Dependency Counselling,TRUE,FALSE,FALSE
G-70901,N,NORT,NORT01223,Addictions Counsellor,TRUE,FALSE,TRUE
G-70902,GTA,DURH,DURH01115,Addictions and Mental Health,TRUE,TRUE,TRUE
G-70902,CE,GEOR,GEOR01127,Addictions: Treatment And Prevention,TRUE,TRUE,TRUE
G-70902,GTA,SENE,SENE01306,Mental Health Intervention,FALSE,TRUE,FALSE
G-70902,GTA,HUMB,HUMB01341,Addictions & Mental Health,FALSE,TRUE,FALSE
G-70913,CE,CONS,CONS01090,Career Development Practitioner,TRUE,FALSE,TRUE
G-71005,GTA,SHER,SHER01180,Quality Assurance - Manufacturing And Management,TRUE,TRUE,TRUE
G-71005,CE,CONS,CONS01286,Process Quality Engineering,FALSE,TRUE,FALSE
G-71007,GTA,SENE,SENE01291,Energy Management - Built Environment,TRUE,TRUE,TRUE
G-71018,SW,FANS,FANS01276,Practical Elements of Mechanical Engineering,TRUE,TRUE,TRUE
G-71019,CE,NIAG,NIAG01201,Advanced Lasers,TRUE,TRUE,TRUE
G-71021,GTA,SENE,SENE01242,Electro Mechanical Design,TRUE,FALSE,TRUE
G-71112,SW,FANS,FANS01286,Artisanal Culinary Arts,TRUE,FALSE,TRUE
G-71200,CE,MOHA,MOHA01103,Instructor For Blind And Visually Impaired - Rehabilitation,TRUE,FALSE,TRUE
G-71200,CE,MOHA,MOHA01104,Instructor For Blind And Visually Impaired - Orientation And Mobility,TRUE,TRUE,TRUE
G-71205,GTA,GRBR,GRBR01252,College Teachers Training For Internationally Educated Professionals,TRUE,TRUE,TRUE
G-71206,CE,CONS,CONS01143,Teaching English As A Second Language,TRUE,TRUE,TRUE
G-71206,GTA,HUMB,HUMB01214,Teaching English As A Second Language,TRUE,TRUE,TRUE
G-71206,SE,ALGO,ALGO01317,Teachers Of English As A Second/foreign Language,TRUE,TRUE,TRUE
G-71212,SW,FANS,FANS01139,(P-T) Early Childhood Administration,TRUE,FALSE,FALSE
G-71214,CE,CONS,CONS01057,Early Childhood Education Resource Teacher,TRUE,FALSE,TRUE
G-71214,CE,NIAG,NIAG01097,Early Childhood Education - Resource Teacher,TRUE,FALSE,TRUE
G-71225,GTA,HUMB,HUMB01184,Early Childhood Education - Special Needs,TRUE,TRUE,TRUE
